	reviewText	overall
8406	Ive used Microsofts OSs for a while now from XP all the way through 8 XP was great and so was 7 but now that 8 is out my new	1.0
8409	This was my last purchase of this brand 2014 to pricey	2.0
8410	Ive used Turbotax since it first came out and find it an excellent buy Most people using an accountant would save a bunch of money using it It has an	5.0
8411	I do our taxes every year and it is a tedious job If it wasnt for TurboTax I probably would have it done This years version is pretty much the	5.0
8414	If you need to do your taxes this is what works I didnt need to contact support because the software is designed to work and was very easy to complete	5.0
8415	I have been using Intuits Turbo Tax Deluxe to do my taxes for many years I like the way it defines what you need to enter provides explanations on each	5.0
8416	Git er done Buy TurboTax and do it yourself As always TurboTax prompts you for everything Been using it for so long that I cant remember ever NOT using it	5.0
8418	We use Turbo Tax every year for our taxes but were disappointed to have to buy the Premier edition because the Deluxe edition did not have the federal forms that	3.0
8420	I have been using Turbo Tax for the past 5 or 6 years and especially like the way it walks you through each step The program is very user friendly	5.0
8421	This part of the review written in early Dec 2013 So far so good I just downloaded Premier this past weekend installed on my Win7x64 machine with no problems I	4.0
8422	package arrived quickly and was perfectly packaged to arrive in excellent condition I got this upgrade with my quicken Premier and was able to take advantage of some additional savings	4.0
8423	This Is a very good product that is really easy to use File on line and done Have used several years and will continue to use	5.0
8428	2013 version I have used both TurboTax and TaxCut through the years Neither is substantially better than the other because ultimately they get you to the same place I prefer	3.0
8429	Good product I use it every year and have done so since the 1990s	5.0
8430	I have been using Turbotax for many years However that will end with tax year 2014 I just discovered that Turbotax Deluxe no longer supports Schedules C D and E	5.0
8431	No issues with TurboTax in general The T Men havent come knocking on my door so I look at it as a win win	5.0
8432	Ok I have been buying TurboTax since 1992 I have NEVER used anything else I only buy on Amazon I actually got in on a sale day this year and	5.0
8433	The only way to do your taxes Ive used it for years	5.0
8434	Easy to follow and use My taxes are simple since I dont have children my own home or are in school They walk you step by step through the process	4.0
8435	As a longtime TurboTax user I find this program continues to fit my needs	4.0
8436	Too costlyespecially for filing and State add ons I am looking for an alternative	1.0
8437	Been using this for years Several newer products out there but this works so Im sticking to it No reason to try something else	5.0
8440	Gets the job done No complaints Cheaper than bringing your taxes to someone else to do This program is really straight forward	4.0
8442	Ive been using TurboTax for many many years and have never had a problem It is easy to use with clear instructions Dont do taxes without it Depending on my	5.0
8444	I have used TurboTax every year for what seems like forever at least 15 years Not that I love it but it works and can carry over and import what	4.0
8445	I wouldnt use anything else Easy to use free e file for multiple returns accurate As long as the tax system remains the complicated mess it is I will continue	5.0
8446	I have used TurboTax Deluxe for several years but this is the first time Ive had to buy this version That was necessitated by Intuits the manufacturer decision not to	2.0
8447	I have been using Turbo Tax for years It is so simple and easy to use my kid can do it Easy to follow forms with step by step instruction	5.0
8450	I bought the TurboTax Deluxe Fed and Efile 2013 with Refund Bonus Offer CD version PC MAC here at Amazon Arrived in 2 days today Installed on WinXP SP3 and	4.0
8452	The Step by Step Data Entry gives no warning that you will double entry any Sale of a PTP if you enter the Sale in the 1099 B Brokerage down	4.0
8456	Well over priced since Turbo Tax has reduced the services provided in each of their packages Have used it since it was put on the market but changing to something	1.0
8457	great tax program with no problems installing or using the software	5.0
8458	Happy Happy Joy Joy It was just as it was advertised so it gets four stars what else is there to say They would get five stars if they went	4.0
8461	turbotax is ok but their aggressive deceptive mercenary marketing has driven me away As many others are doing in 2014 I will be using the competitors tax software to be	3.0
8462	I have been using Turbotax Deluxe to do my taxes every year since 1997 and really dont know how I could do it without them It is fast easy and	5.0
8463	This is the 4 year I have prepared my own taxes and Turbo tax makes it all possible Over the past 4 years I have save hundreds of dollars in	5.0
8464	Best to use year after year Brings forward year after year info for prior years Gives good hints about what may be missing needed	4.0
8465	I use Turbo Tax every year to do my taxes The Tax chore is completed easily and quickly with a guarantee of no errors	5.0
8466	DO YOU NEED TO FILE STATE TAX Make sure you get a state version if you do or federal only if you dont This review is for TuboTax 2013 Deluxe	4.0
8467	This may be a good product but buyer beware IT DOES NOT CONTAIN A STATE RETURN which is important for the vast majority of buyers I obviously am disappointed in	1.0
8468	I always recommend this product to my friends and relatives if they are doing their income tax personally without any help from Tax Attorneys Good recommendation	5.0
8471	I have used both HRBlock and TurboTax products While both may have their issues which seem to change from year to year using TT consistently makes the year to year	5.0
8472	Ive been using TurboTax for many years and this years is the easiest yet The flow is pretty much the same as it has been for a while with your	5.0
8473	I do the taxes for several members of my family I would never use any software other than Turbotax Heres why 1 It picks up all of your data from	5.0
8474	but I havent used this one yet Will be filing married joint for the first time so I will look for lots of help Hope theyre up to it	5.0
8475	Ive used TurboTax for many many years This price was the best I have seen this year The DVD arrived quickly and installed perfectly It downloaded the updates and automatically	5.0
8476	Let me first start off by saying that I have been using this product for about 20 years now I started with their most involved set when I owned my	4.0
8477	Our government is pretty intimidating and especially with the personal income tax system Rather than hours of trying to figure out government instructions with their tax forms I use TurboTax	4.0
8478	Ive been using TuboTax since the 1990s first as an individual and then as a business The carryovers and business related allowances and deductions make this a breeze to use	5.0
8479	Ive used TurboTax for over 20 years have never been audited and wouldnt use any other tax software If youre wondering what to do just buy it and you wont	5.0
8480	TurboTax Deluxe Fed Efile and State 2013 with Refund Bonus Offer is a good tax program I do feel it is a overprice and it gets the job done without	3.0
8481	Turbo Tax 2013 worked really great this year no problems whatsoever Easy to get around from forms to being guided through it	5.0
8482	The thing that I dread most every year is filing my tax return I usually wait until the last minute as the chore is definitely something that I dont look	5.0
8483	TurboTax is useful and reliable If one is going to do their own taxes TurboTax does the job as well as any Very helpful the way it keeps the data	4.0
8484	I have been a TurboTax user since 1994 never had a serious problem and I have always trusted the software	5.0
8485	Needs a lot of work to catch up to todays technology Blocks a lot of what youd like to work on edit or import Reads errors where errors dont exist	3.0
8486	I believe my returns were filed correctly and hopefully accurately Hence three stars but if you create more than one Federal return for whatever the reason perhaps you need to	3.0
8487	Thats right buffalo bob its tax time for those of you that remember Howdy Doody you know that taxes can be a three ring circus Turbo tax helps to do	5.0
8488	Been using Turbo Tax Home and Business Fed Efile and State for a long while without encountering any problem Downloads easily and the program takes you through personal business related	5.0
8490	We found this answered all of the questions we had last year about certain deductions Much more straightforward and quite an improvement since last years taxes with this same software	5.0
8491	I have used this version of TurboTax for at least 6 or 7 years It works great and is incredibly easy and intuitive I love it	4.0
8492	While TurboTax does indeed have the best interface it can be glitchy and frustrating It has never been good about importing and this year was no different I use two	2.0
8493	First if you have filed online at turbotaxcom in previous years then DONT even think about purchasing this product since you can not transfer information between online and desktop PC	1.0
8494	I have used Turbo Tax for the last four years and have had no problems I do not like the fact that they charge an extra 1999 to E file	5.0
8495	Use it every year and amazon had the best price for the Turbo Tax and Quicken Our taxes are very straight forward and this software works great for us We	5.0
8496	I have used TurboTax for years and years and it has served me well I am self employed and this Home and Business version is excellent for that I am	5.0
8497	Turbo tax always meets my expectations Especially Easy to import information fro a previous version Would be nice if the price was more return customer friendly	5.0
8498	This TurboTax Deluxe edition for Tax Year 2013 offers the Federal and one state tax return along with free Federal e file For a small fee it will also e	4.0
8499	Great product I have been using it for years started when it was Parsons Tax Edge an watched it migrate and improve to the product it is today On the	5.0
8500	Easy to use reliable and accurate most of the time Have been using it over 15 years and never had any major problems A few minor glitches here and there	4.0
8501	Why pay a tax pro to do your taxes when TurboTax allows you to do it yourself My Home and Business tax prep and filing couldnt be any easier	5.0
8502	Ive used TT since it was sold by the developers working from a nearby garage Easy to use and enough source identification that issues can be resolved The import prior	5.0
8503	We have used TurboTax for the past twenty or so years and been extremely pleased with the ease of filing and the successful results Each year the program seems to	5.0
8504	As always works quite well Do not recommend the download since there are many problems yet to be solved Always get the CD	5.0
8505	Not as user friendly as previous years And I had to wait 4 days for updated forms to be downloaded This was supposed to be ready by the e o	3.0
8506	I have been a believer in Turbo tax as my primary way of filing for a few years now and this version is similar to the previous years software Even	4.0
8507	DO YOU NEED TO FILE STATE TAX Make sure you get a state version if you do or federal only if you dont This review is for TuboTax 2013 Deluxe	4.0
8508	I used TurboTax Deluxe 2013 to calculate my anticipated tax burden and potential refund the day after receiving my last paycheck of 2013 of course I will re evaluate it	5.0
8509	Easy to use and accurate Used H R Block one time and it was a mistake The tax preparer they hired for 2 months new less than me about taxes	5.0
8510	Every year Turbo Tax for Home Business makes the task of doing your taxes that much easier The program has the right questions so the form fills in really easily	5.0
8511	Though my refund shrunk quite a bit this year it had nothing to do with the workings of this software I have been using TurboTax for about a dozen years	5.0
8512	I cant even remember the first version of Turbo Tax that I used Suffice it to say that it was a long long time ago This software never lets me	5.0
8513	I use it every year and will continue to do so Just make sure you purchase the level of tax help you require Basic Deluxe Premier etc	5.0
8514	I used TurboTax Deluxe 2013 to calculate my anticipated tax burden and potential refund the day after receiving my last paycheck of 2013 of course I will re evaluate it	5.0
8515	I ve been using TurboTax for about 12 years now switched from Taxcut In 2006 I tried turbotax went back to taxcut and ended up using turbotax for my returns	4.0
8516	Ive used TurboTax software physical disc for many years and have never been disappointed One year I tried another well known product and didnt like it I decided I had	5.0
8520	Did not import data as promised Overcharged for state eFile by 5 Avoid if possible	1.0
8522	Great tax program Still at times not intuitive as Id like it to be Ive used this twice now in 2011 and 2013 Made doing my business returns quite easy	4.0
8524	Have used TurboTax for years and it is still a great product Will be ordering again this year as Amazon always has the best price for business software Highly recommend	5.0
8526	Ive used Turbo Tax for years because it is one of the best tax software on the market I will continue to use Turbo tax to do my personal as	5.0
8527	Too costlyespecially for filing and State add ons I am looking for an alternative	1.0
8528	Well what can you say theyre the only game in town	3.0
8529	TT Business still needs to be able to import transactions from a Broker for investment sales Almost every Trust has investments so why isnt this a feature in this product	3.0
8530	This edition of Turbotax lacked several help screens There was a message stating that help would be added at a later upgrade Other than that I think I did pretty	4.0
8531	the program is similar to prior year is a comprehensive program imports last years file easily handles partnership returns with ease I have been using this program for over 10	5.0
8532	We always use Turbotax to do our refunds We filed our taxes online and in 7 days we had our refund from the Federal government The state was a 2000	5.0
8533	Been using Turbo Tax for 5 years Seems liek this one isnt quite as user friendly as past years When I answer that I dont want to provide information on	4.0
8534	Review is about the PROGRAM not Amazon This is the Business ONLY version and does NOT come with a free State The other four types do It is NOT for	5.0
8535	Great product Gets the job done right There are guidelines for those with no experience so with a little knowledge you will not be completely lost	5.0
8536	Ive used this product for several years for a trust tax return It is easy to use and does a good job I have two complaints though 1 It is	4.0
8537	Every year we think this will make it easier to do our LLC taxes and every year turns into a nightmare Since we use Quickbooks we assume this edition will	1.0
8538	I was very disappointed in Turbo Tax for the 2013 tax year When entering deductions where you used to be able to just enter a figure from my Quicken Summary	2.0
8539	We have been using this software for over a dozen years for its handling of our Partnership needs Handles everything a General or Tax Matters Partner normally needs Our Partnership	4.0
8540	Have used this product for several years now Transfers of previous tax year date is accomplished The program is sophisticated enough to do corporate taxes w o being difficult to	4.0
8541	Not worth the price Once again this year I found myself once again stuck with having to buy a copy of TT Business to do a simple 1120s which has	1.0
8542	I had no problems with the software itself installing updating and doing my taxes But when it came time to select part of my refund as an Amazon gift card	4.0
8543	I have been a TurboTax user for more than a dozen years and found this to be more than adequate for my use My wife and I are retired with	4.0
8544	Ive used Turbo tax for several years now and like it very much Of course the more you use a product the more familiar one becomes with it I particularly	4.0
8545	The program works and is easy to use However it certainly is over price and contains additional perks that I would never use These perks are how they justify charging	3.0
8546	It does its job no problems I got my refund in 9 days Nothing much has changed since last year except the amounts of taxes	3.0
8547	Ive used TurboTax Deluxe for many years and like it a lot Im self employed and have to file Schedule C Thats included in the Deluxe version so no need	5.0
8548	UPDATE I imported data from 2012 TurboTax to 2013 but the software has a GLITCH it altered the birth date of the primary taxpayer to 01 01 year When I	5.0
8549	Ive used TurboTax to file both Fed and State taxes for more than thirty years It has always been the most accurate when computing your refund and the easiest to	5.0
8550	It only took about five minutes to install and it works like a charm just like the last 5 years I have been using TurboTax THANK GOODNESS I held my	5.0
8551	Ive been using Turbo Tax for a decade plus and continue to find it to be the best of the bunch when it comes to preparing my personal and small	5.0
8552	What can you say been using it for years and it is a good product Good support and updates Will buy it next year too	5.0
8553	I am very delighted about this software I kept on buying Turbo Tax since 2000 It helps me a lot in knowing all the aspects of filing my Income Tax	5.0
8554	You cannot go wrong using the TurboTax Deluxe Fed Efile and State 2013 tax program I have used Turbo Tax for many years and I have found that it is	5.0
8555	DO YOU NEED TO FILE STATE TAX Make sure you get a state version if you do or federal only if you dont This review is for TuboTax 2013 Deluxe	4.0
8556	TurboTax has been my tax software choice for 15 years running During that time Intuit has offered better and weake versions The 2013 edition is as good as any Ive	5.0
8557	Product arrived in a timely manner securely packaged I have used this product for approximately 14 years and am thoroughly satisfied with its operation Easy to complete transfers data from	5.0
8558	What can I say Ive been using TurboTax for years and it has always proven itself to me It is very easy to use and it even does my state	5.0
8559	I have been using TurboTax for years and I always find it extremely easy to use and very accurate When I have had questions I have gotten prompt replies using	5.0
8560	I love Turbotax have used it for years But this years version is causing me huge installation issues Installed and computer starting crashing BSD Uninstalled everything ran fine for a	1.0
8561	I find paying for this software each year to be entirely worth the money I dont find working with taxes easy and this makes the best out of a bad	4.0
8562	I used TurboTax Deluxe 2013 to calculate my anticipated tax burden and potential refund the day after receiving my last paycheck of 2013 of course I will re evaluate it	5.0
8563	I love turbo Tax I have used it for many years It always meets my needs and asks the right questions to maximize my refund or minimize my tax owed	5.0
8564	TTax2013 is solid and fast as were the prior tax year versions Thankfully you can usually pick it up at a discounted price 50 vs 60 at Amazon earlier than	5.0
8565	Do NOT buy this product You can go to the Turbotax site and look up 1603 Errors to see what kind of problems people like me ar having This will	1.0
8566	I found NXT2 to be a functional and easy to use tool to capture edit and produce video and music The interface is simple and intuitive So much so that	3.0
8567	I create and produce hundreds of small info videos each year and I have searched for the perfect easy to use video editing software Ill save you the suspense in	4.0
8568	While attempting to install this software I got the following message Setup has detected products currently on your system that should be uninstalled prior to continuing with the installation If	3.0
8570	I had this on a Vista system Moved it to my Windows 7 system and lost many features including CD ripping NO SUPPORT Avoid Roxio products I use freeware now	1.0
8571	This is one of those temperamental software packages that you wonder why something that looks so easy can make your life so difficult I recently had to reformat my hard	2.0
8572	I have tried so many photo and video software editing packages There was nothing terribly special about this one and I found the video editing clunky and difficult to use	2.0
8573	I have used Roxios products for years starting with Easy CD Creator 15 or so years ago They had a really good product back in the day as well as	1.0
8574	I have always had a soft spot for Roxio products and have used them for about 15 years now They continue to be easy to use and very effective This	4.0
8575	I cannot stand this program I was so aggravated from the the start and ending with their not so stellar customer service that I actually took my frustration out by	1.0
8576	Ive been using various Roxio attempts at software for at least 10 years They are pretty much accepted as second rate and mainly for beginners and for the beginners who	3.0
8577	I dont have any of the other Corel products so I havent run into the same issues many of the other reviewers have It installed fine for me on my	3.0
8578	This is a very robust program with a lot of features You can edit pictures edit videos create photo slideshows for a photo montage burn CDs DVDs etc Lets go	3.0
8579	Im not hugely experienced using Roxio Creator Ive almost always had one version or another of Roxio Creator and find that I mostly use it for converting my cds to	5.0
8580	I have used Roxio products in the past and found them to be user friendly and feature rich I have not used their products for some time but have relied	4.0
8581	Its ok It burns data disks But windows burns data disks It burns images Just google iso recorder powertoy and youll find a great free iso burner works in 8	1.0
8582	I havent used Roxio in quite a while in fact its been at least one laptop ago and it had come preinstalled I liked it at the time but began	4.0
8583	Roxios Creator NXT 2 is a program that is relatively easy to learn and use and it performs a LOT of common tasks And it performs most tasks very well	4.0
8584	In accordance with Mr Callahans wisdom Roxio Creator is a good fit for most of my objectives in creation and editing of digital media and once I get over myself	4.0
8585	This software covers almost all media related tasks with a consistent and straightforward interface I can think of more powerful versions of most of the tasks but they each are	4.0
8586	I like the way Roxio packaged features into this version It gives the novice media junkie a good platform to work from when detailing specific video information You can edit	4.0
8587	Extremely easy installation and setup which took about 12 minutes I did not have any of the issues others have complained about and I have Windows7 I have spent hours	4.0
8588	Buy it and immediately an advertisement come up to buy the pro version It does not really work that well at all If possible try to find another program that	2.0
8590	This is a great program for burning CDs or DVDs This program is the best value for the money	4.0
8592	Does a good job in burning data to cd or dvd Have not tried it on Blue Ray but should work for that to	5.0
8593	I have tried everything I can I can NOT drag and drop files to this program I can NOT burn to a flash drive It will NOT convert to MP3	1.0
8595	I havent had some of the installation or bugginess crashing problems that others have reported Overall the software seems to work pretty well I was surprised by the omission of	4.0
8596	The last media create editor organizer package I used was Roxio Creator 2009 but I got tired of it not really being supported on Windows 7 so seeing this package	4.0
8597	I got this version of Nero 2014 because I have owned Nero since version 1 I had read a review that said that their were certain add ins that installed	4.0
8598	Nero 2014 Platinum is the companys flagship product and one look at the back of the box at the feature list shows why If there is something that you want	4.0
8599	Ive used Nero for a decade now and will probably continue to do so but I more and more find it to be difficult to use It does more than	4.0
8600	This rating of 3 stars reflects ease of use features compatibility against price There are many free products out there but Nero has always been my go to to edit	3.0
8601	This software installs AVG Security Toolbar which is a total mess if you dont catch it While it has a lot of extra features such as the Blu ray DVD	3.0
8602	After purchasing an internal blu ray burner I needed some software to run it When this popped up on Vine I considered it an excellent chance to try things out	3.0
8603	A full new install appeared to install easily However it did occasionally freeze my Windows 7 PC Overall some of the features are easy to use and I would reccomend	3.0
8604	Seems these days software that once did only one and one thing good is now morphing into an all in one kitchen sink or swiss knife So you not only	3.0
8605	I had never used a Nero product prior to installing this one Though there seems to be many more uses intended for this product than what I am currently using	3.0
8606	My netbook has many hours of home video files stored on it that I wanted to share with family Using Nero 2014 Platinum and a USB DVD writer I have	5.0
8607	Ive used Nero to burn data and music CDs and DVDs for years The interface is easy to use and the results have always been good I dont think Ive	4.0
8608	Im been using all different kinds of software on my PCs for ripping and burning CDs I make a lot of home movies of family and friend events and this	5.0
8609	This software is useful mainly for video editing and it is not as powerful or easy to use as Adobe Premiere Perhaps that is my perception because of greater familiarity	3.0
8610	A lot of products currently are coming with the option to install extra junk automatically selected I assume most people know to deselect this junk before installation so Im not	3.0
8611	Ive used previous versions of NERO for burning DVDs and Blu rays and theyve all worked great This all in one suite adds a DVD Blu ray player as well	5.0
8612	If you frequently burn DVDs and CDs this is the software program you want need For that task theres not a better program out there I really love Nero for	4.0
8613	I literally could never get this product to successfully install That was back in the Windows 7 days and Windows 10 isnt all the different However this is an older	1.0
8615	easy to use very friendly and reviews all the things you should be deducting	5.0
8619	I have used Turbo Tax Home Business for years It has easy to follow instructions that guide you safely through the program and make completing your taxes very easy I	5.0
8620	I keep looking for something other than TurboTax every year and am never satisfied with any of the alternatives I keep buying TurboTax	2.0
8621	As expected Installed without error I have used this software for years and it has been a significant help with tax preparation	5.0
8623	I have used TurboTax for years and found it very complete unlike some other cheaper products I used in the past	5.0
8624	First of all I had no problems downloading and installing the mac version of the software at all Choose the correct installer Mac or PC and meet the minimum requirements	5.0
8625	Do not buy I have used TurboTax for several years with no problem until now Intuit has ruined the program and it will not work You end up in a	1.0
8626	I have used TurboTax for years so it is the path of least resistance for me It seems to do a good job and it helps get the job done	5.0
8627	I am 80 of the way through my tax return and so far no issues to report What DOES make me angry though is the way Intuit gouges the users	2.0
8628	I use turbotax every year I think the refund bonus offer is totally useless But the basic turbotax which is what this is seems to work well and do the	5.0
8629	You can get the bundle discount on digital downloads of Quicken and Turbo Tax even though the digital purchase does not go through the cart After phoning customer support I	5.0
8630	Bought for my 2013 return I like how easy turbo tax is	5.0
8631	I have used turbo tax for at least 10 years and it just keeps getting better This is a great product	5.0
8632	Turbo Tax has as usual delivered a quality product If you are not a tax professional it can guide you step by step through the process of filing your income	5.0
8634	Turbotax not only removed some needed features THEY FORCE YOU TO SIGN IN TO THEIR WEB SITE TO OPEN YOUR OWN FILE ON YOUR OWN COMPUTER Not only so but	1.0
8635	Intuits constant efforts to up sell are as annoying as ever The refund bonus offer was a coupon for norton antivirus or something Not a real refund Basically Intuit owns	3.0
8636	Been using TurboTax for some time now It can be a little confusing at first but if you stick with it it will gather all your information and put it	5.0
8637	It made taxes very easy and I was happy to use it	5.0
8639	I used TurboTax Deluxe 2013 to calculate my anticipated tax burden and potential refund the day after receiving my last paycheck of 2013 of course I will re evaluate it	5.0
8640	Love that I can download and have it instantly and its cheaper than even Costco	5.0
8641	These dopes think Im going to write something here Nuts to them	5.0
8643	Pro The product is pretty good although you still need to know what you are doing in any kind of complex situation Ive tried other tax prep products and this	3.0
8644	I have used TTax for so long I cannot remember when I started I know it was well back in the 90s and have always found it to be a	5.0
8645	NOTE PC Download is the same as the CD software not sure why the reviews are separated I downloaded my software but entered my review in the CD product first	4.0
8649	I have use Turbo Tax for over 20 years Loads your data automatically from previous year and keeps IRS forms up to date	5.0
8650	Its TurboTax The only tax software I would recommend It is easy to use step by step guide with built in check and balances Even my mom can use this	5.0
8651	Wise up Intuit You are leaving you customer base high and dry My wife picked up a copy of this version at Sams and I noticed the price spike I	1.0
8652	Ive used this program for the past 4 years and it just works taking me through the process step by step	4.0
8655	just cant go wrong with this software gets better and better every year Intuit has really nailed it for making tax time stress free highly recommended have been using it	5.0
8656	TurboTax is easy to use and I trust it to remind me of things that would be easy to overlook Weve used TurboTax for more than 10 years The user	5.0
8657	I have been using TurboTax for several years Each year its use becomes easier as I am able to pull in the previous years return as reference particularly with schedule	5.0
8658	When I started looking for tax program I went to turbo on line they wanted to charge me ten dollars more for the basic program plus an additional 49 dollars	4.0
8659	This is a great tax program that walks you through the whole process It even saves your info to use again next year	5.0
8660	The federal program works easily and seemingly well The state program for MS does not work so well This year our amended return put much of the information in the	3.0
8661	Dont know why I shouldnt expect this more bugs again this year Entered all our Wages and Income data from W 2 forms Ameritrade 1099s and a 1098 from the	1.0
8662	Have been using Turbo Tax for years I always do my taxes for myself and family and friends I once tried HR Block and did not come close years ago	5.0
8663	I have been using TurboTax since 2000 to do my federal and state income taxes It is an easy relatively fast and accurate method to get them done	5.0
8664	Ive been using TurboTax for around 20 years I like how it easily imports data from previous years and the walk through interview as Im compiling my return simplifies the	5.0
8665	I have been using TurboTax for decades As the years progressed Intuit continued to make improvements This program provides all the forms needed to complete your tax filing federal and	5.0
8666	As usual the product downloads and installs without any problem The tax software itself is perfect for anyone with simple or complex investment tax situations including the dreaded K 1s	5.0
8667	I have used TurboTax for the last 6 years I wouldnt think of doing my income taxes with any other software or paying anyone else to do it for me	5.0
8668	Price could be a little bit better but have used it consistently for many years It could be a little more user friendly	4.0
8669	It does do the job and it does the job pretty well I am not a person who understands finances and taxation very well and I have a reasonably complex	4.0
8670	I have used TurboTax for many years This years is working very well Easy to use The only difficult process is when you want to go back and change or	5.0
8671	Turbo Tax is easy to use and asks questions to cover all topics It explains all sections in great detail	5.0
8672	Ive been using Turbo Tax for the last 5 years for my federal and state filings I have always used the web version except for this year that I decided	4.0
8673	Some years I have problems installing or getting the updates to work But this year everything went just right Even my import from Quicken went without a hitch it is	5.0
8674	I have used TurboTax for many years and reviewed some previous versions I like it it does the job for me and Im done with my taxes in two short	5.0
8675	I have used TurboTax for many years The Amazon purchase provides easy download and payment at the best available price at the current time in the market Recommend to others	5.0
8676	Have used TurboTax since they I believe bought out Parsons Technologys a competitor tax software Very user friendly eg offers user the option of being led through the process by	5.0
8677	Ive used nbsp a data hook product link linked class a link normal href H R Block Deluxe dp B00G0DXA9Y ref cm cr arp d rvw txtie UTF8 H R	5.0
8678	This is our 15 year using Turbo Tax and have seen very HAPPY My returns have never been questioned because TT guides to the best and most honest Every year	5.0
8679	I decided to buy on Amazon because I can reload the software from them In the past using a cd I got into the issues of passwords and codes that	5.0
8680	DO YOU NEED TO FILE STATE TAX Make sure you get a state version if you do or federal only if you dont This review is for TuboTax 2013 Deluxe	4.0
8681	I have been using Turbo Tax since 1986 when the DOS version first came out It has never let me down The best thing I like about it is its	4.0
8682	TurboTax can help ease the pain This is the 15th consecutive year Ive used TurboTax for our state and federal returns Over that time Intuit has offered some better and	5.0
8683	UPDATE 1 24 2014 following TT advice Ive scrubbed my system uninstalling unused programs and stopped a background application racagentexe The responsiveness of the program while still not a speedster	3.0
8684	Will not download Continues going thru a repair screen restarts and same thing over again Seems to be a Net Framework error but who knows CD worked perfectly last year	1.0
8685	This product works and looks as presented it does the job for which it was intended thats what it should do	5.0
8688	H R Block Software has helped me do my taxes now for at least 10 years I had a question this year that I couldnt find an answer for and	5.0
8689	East to install They will release more updates after the beginning of the year But so far it has been easy to do my taxes and I am just waiting	5.0
8690	The H R Block software pays for itself every year It knows stuff about taxes I dont but it is also SO easy to use	5.0
8691	This software was actually more than I needed since I never needed to go to the separate business app at all The premium allowed me to enter all I needed	5.0
8694	The forms and data entry are excellent Backup is easy and efficient There is no problem importing data or last years information It is easy to update data that you	5.0
8695	VERMONTERS DO NOT USE THIS SOFTWARE Tax Software is suppose to help you complete your taxes accurately How can you complete your taxes when they dont have all the forms	1.0
8696	Ive been using H R Tax Software for the last three years Before that I used Turbo Tax I actually like both and have no issues with either Im able	5.0
8697	I have used their software for many years I ordered this by mistake and returned but used this version last year and works great	5.0
8698	Ive used the H R Block software for years This is the first year I bought the business software The CD actually loads two programs on your PC The Premium	5.0
8699	As a refugee from a horribly broken TurboTax Home Business experience for my 2012 taxes I decided to try TaxCut this year and I am very glad that I did	4.0
8700	Managed to get my taxes done with this Was a pain though Had to turn off my computer security to get it to work Selections sometimes did not make sense	3.0
8701	1st off this is one of the last items I will be purchasing from Amazon They raised their fees so much I might as well keep my local businesses open	2.0
8702	Ive used H R Block tax software for over 10 years I worked as a tax preparer for 20 years and this software is as good as the professional software	5.0
8703	Started using H R Block product on a MAC in 1988 kept using it as easy to use product that always gave me the support I needed even for rental	5.0
8704	This is good tax prep software at a decent price check for sales or discounts Interview format but you can jump to forms when desired Links to explanations or additional	4.0
8705	I have been using this program for years It takes appropriate data from the prior year so you dont have to refigure it This includes the names of sources of	5.0
8706	I have been using H R Block tax software to do my taxes for several years now after using TurboTax once and didnt like it H R block no matter	4.0
8707	I find that the software asks all the right questions and gets the job done Best of all got it at the usual great price at Amazon	5.0
8708	Ive been using this tax program for around 8 years and it works great They have the best deal on Amazon even better than the renewal price I get in	5.0
8709	And H R Block kept up with the rules and regulations thrown at us each year Makes doing your taxes a breeze	5.0
8710	Ive used this tax software for 4 years now and it continues to meet my tax filing needs at a fair price I too ran into the install snag that	4.0
8711	had to call HR Block and talk to a robot for 15 min until I could talk to a human being and then that person gave me a run around	3.0
8712	This software was easy to install and easy to upgrade when the IRS offered several upgrades All worked seamlessly The interview is direct and complete for most taxpayers Id say	5.0
8713	I have been using TaxCut H R Block for at least 10 years It is very straight forward Last year I had a unique problem entering some new data for	5.0
8714	For Years I have loved H R block but this year has much left to be desired I have had two weeks of Waiting on Call backs from tech support	1.0
8715	VERMONTERS DO NOT USE THIS SOFTWARE Tax Software is suppose to help you complete your taxes accurately How can you complete your taxes when they dont have all the forms	1.0
8716	I have used H R Block or Tax Cut for over 10 years I got the disk this time and it has installed and updated with no issues I am	5.0
8717	I havent tried this years yet but I have used this tax software for years My last experience years ago with TurboTax was that it was loaded with bloatware In	5.0
8718	I have used H R tax software for at least 15 years and its very easy to use I like that its by a company that has lots of tax	5.0
8719	After spending countless hours trying to get Turbo Tax which Id used for about 10 years to fill in and calculate my taxes correctly I gave up and bought H	5.0
8720	Use H R Block Tax Cut program every year for well over 10 years It is reasonably priced and does the job It has handled complex tax years and easy	5.0
8721	I used this program because I am comfortable with it I cant say if it is any better or worse for anyone else I once got a free copy of	5.0
8722	Ive used H R Blocks tax software formerly called TaxCut every year since 1995 Several times when I saw a promotional deal I purchased both TaxCut and TurboTax to compare	5.0
8723	About six years ago I went to a tax adviser sat there with my files and answered all their questions while they typed the information into a form on their	5.0
8724	The basic program is good Had an issue with Schedule K 1 for which I had to manually access the form and fix	4.0
8725	I attempted to install the H R Block software from the DVD into my Windows 8 PC After repeated unsuccessful attempts I called H R Blocks help desk and after	4.0
8726	I invest at Betterment COM where I made two sales and once changed my stock bond percentages To me that was 3 transactions but to H R Block and the	1.0
